"observation_id","person_id","partner_group","site_id","site_name","lat","lon","state","species_id","common_name","func_type","individual_id","phenophase_id","day_of_year","phenophase_status","intensity_category_id","intensity_value","obsdate","yr","php"
35154822,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,501,299,1,50,"50-74%",2023-10-26,2023,"open flower"
35155896,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,501,302,1,50,"75-94%",2023-10-29,2023,"open flower"
35283104,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,501,306,1,50,"95% or more",2023-11-02,2023,"open flower"
35320360,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,501,309,1,50,"95% or more",2023-11-05,2023,"open flower"
35321211,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,501,312,1,50,"95% or more",2023-11-08,2023,"open flower"
35322095,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,501,316,1,50,"95% or more",2023-11-12,2023,"open flower"
35369886,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,501,320,1,50,"95% or more",2023-11-16,2023,"open flower"
35415152,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,501,327,1,50,"95% or more",2023-11-23,2023,"open flower"
35441472,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,501,330,1,50,"95% or more",2023-11-26,2023,"open flower"
35468480,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,501,334,1,50,"95% or more",2023-11-30,2023,"open flower"
35539953,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,501,338,0,50,NA,2023-12-04,2023,"open flower"
35540812,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,501,342,0,50,NA,2023-12-08,2023,"open flower"
35595635,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,501,344,0,50,NA,2023-12-10,2023,"open flower"
35596511,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,501,348,0,50,NA,2023-12-14,2023,"open flower"
35604344,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,501,351,0,50,NA,2023-12-17,2023,"open flower"
35642918,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,501,355,0,50,NA,2023-12-21,2023,"open flower"
35646894,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,501,358,0,50,NA,2023-12-24,2023,"open flower"
35665541,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,501,362,0,50,NA,2023-12-28,2023,"open flower"
35666407,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,501,365,0,50,NA,2023-12-31,2023,"open flower"
34871417,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,516,274,0,56,NA,2023-10-01,2023,"fruit"
34910827,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,516,278,0,56,NA,2023-10-05,2023,"fruit"
34911679,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,516,281,0,56,NA,2023-10-08,2023,"fruit"
35046913,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,516,284,0,56,NA,2023-10-11,2023,"fruit"
35047779,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,516,292,1,56,"3 to 10",2023-10-19,2023,"fruit"
35079009,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,516,295,1,56,"3 to 10",2023-10-22,2023,"fruit"
35154823,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,516,299,1,56,"3 to 10",2023-10-26,2023,"fruit"
35155897,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,516,302,0,56,NA,2023-10-29,2023,"fruit"
35283105,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,516,306,0,56,NA,2023-11-02,2023,"fruit"
35320361,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,516,309,0,56,NA,2023-11-05,2023,"fruit"
35321212,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,516,312,0,56,NA,2023-11-08,2023,"fruit"
35322096,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,516,316,0,56,NA,2023-11-12,2023,"fruit"
35369887,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,516,320,0,56,NA,2023-11-16,2023,"fruit"
35415153,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,516,327,0,56,NA,2023-11-23,2023,"fruit"
35441473,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,516,330,0,56,NA,2023-11-26,2023,"fruit"
35468481,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,516,334,0,56,NA,2023-11-30,2023,"fruit"
35539954,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,516,338,0,56,NA,2023-12-04,2023,"fruit"
35540813,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,516,342,0,56,NA,2023-12-08,2023,"fruit"
35595636,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,516,344,0,56,NA,2023-12-10,2023,"fruit"
35596512,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,516,348,0,56,NA,2023-12-14,2023,"fruit"
35604345,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,516,351,0,56,NA,2023-12-17,2023,"fruit"
35642919,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,516,355,0,56,NA,2023-12-21,2023,"fruit"
35646895,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,516,358,0,56,NA,2023-12-24,2023,"fruit"
35665542,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,516,362,0,56,NA,2023-12-28,2023,"fruit"
35666408,4868,NA,8418,"my yard",32.363758,-94.873947,"TX",920,"trumpet honeysuckle","Deciduous broadleaf",87569,516,365,0,56,NA,2023-12-31,2023,"fruit"
36268387,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,390,275,0,58,NA,2023-10-02,2023,"ripe fruit"
36268551,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,390,282,0,58,NA,2023-10-09,2023,"ripe fruit"
34982747,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,390,289,0,58,NA,2023-10-16,2023,"ripe fruit"
36268714,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,390,296,0,58,NA,2023-10-23,2023,"ripe fruit"
35164113,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,390,303,0,58,NA,2023-10-30,2023,"ripe fruit"
35233621,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,390,310,0,58,NA,2023-11-06,2023,"ripe fruit"
35326656,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,390,317,0,58,NA,2023-11-13,2023,"ripe fruit"
36268940,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,390,324,0,58,NA,2023-11-20,2023,"ripe fruit"
36268997,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,390,331,0,58,NA,2023-11-27,2023,"ripe fruit"
35492451,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,390,338,0,58,NA,2023-12-04,2023,"ripe fruit"
35588014,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,390,352,0,58,NA,2023-12-18,2023,"ripe fruit"
36268384,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,500,275,0,49,NA,2023-10-02,2023,"flower"
36268548,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,500,282,0,49,NA,2023-10-09,2023,"flower"
34982744,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,500,289,0,49,NA,2023-10-16,2023,"flower"
36268711,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,500,296,0,49,NA,2023-10-23,2023,"flower"
35164110,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,500,303,0,49,NA,2023-10-30,2023,"flower"
35233618,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,500,310,0,49,NA,2023-11-06,2023,"flower"
35326653,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,500,317,0,49,NA,2023-11-13,2023,"flower"
36268937,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,500,324,0,49,NA,2023-11-20,2023,"flower"
36268994,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,500,331,0,49,NA,2023-11-27,2023,"flower"
35492448,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,500,338,0,49,NA,2023-12-04,2023,"flower"
35588011,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,500,352,0,49,NA,2023-12-18,2023,"flower"
36268385,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,501,275,0,50,NA,2023-10-02,2023,"open flower"
36268549,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,501,282,0,50,NA,2023-10-09,2023,"open flower"
34982745,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,501,289,0,50,NA,2023-10-16,2023,"open flower"
36268712,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,501,296,0,50,NA,2023-10-23,2023,"open flower"
35164111,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,501,303,0,50,NA,2023-10-30,2023,"open flower"
35233619,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,501,310,0,50,NA,2023-11-06,2023,"open flower"
35326654,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,501,317,0,50,NA,2023-11-13,2023,"open flower"
36268938,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,501,324,0,50,NA,2023-11-20,2023,"open flower"
36268995,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,501,331,0,50,NA,2023-11-27,2023,"open flower"
35492449,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,501,338,0,50,NA,2023-12-04,2023,"open flower"
35588012,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,501,352,0,50,NA,2023-12-18,2023,"open flower"
36268386,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,516,275,0,57,NA,2023-10-02,2023,"fruit"
36268550,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,516,282,0,57,NA,2023-10-09,2023,"fruit"
34982746,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,516,289,0,57,NA,2023-10-16,2023,"fruit"
36268713,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,516,296,0,57,NA,2023-10-23,2023,"fruit"
35164112,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,516,303,0,57,NA,2023-10-30,2023,"fruit"
35233620,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,516,310,0,57,NA,2023-11-06,2023,"fruit"
35326655,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,516,317,0,57,NA,2023-11-13,2023,"fruit"
36268939,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,516,324,0,57,NA,2023-11-20,2023,"fruit"
36268996,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,516,331,0,57,NA,2023-11-27,2023,"fruit"
35492450,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,516,338,0,57,NA,2023-12-04,2023,"fruit"
35588013,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171662,516,352,0,57,NA,2023-12-18,2023,"fruit"
36268368,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,390,275,0,58,NA,2023-10-02,2023,"ripe fruit"
36268532,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,390,282,0,58,NA,2023-10-09,2023,"ripe fruit"
34982728,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,390,289,0,58,NA,2023-10-16,2023,"ripe fruit"
36268695,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,390,296,0,58,NA,2023-10-23,2023,"ripe fruit"
35164132,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,390,303,0,58,NA,2023-10-30,2023,"ripe fruit"
35233602,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,390,310,0,58,NA,2023-11-06,2023,"ripe fruit"
35326637,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,390,317,0,58,NA,2023-11-13,2023,"ripe fruit"
36268921,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,390,324,0,58,NA,2023-11-20,2023,"ripe fruit"
36269015,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,390,331,0,58,NA,2023-11-27,2023,"ripe fruit"
35492432,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,390,338,0,58,NA,2023-12-04,2023,"ripe fruit"
35587995,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,390,352,0,58,NA,2023-12-18,2023,"ripe fruit"
36268365,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,500,275,0,49,NA,2023-10-02,2023,"flower"
36268529,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,500,282,0,49,NA,2023-10-09,2023,"flower"
34982725,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,500,289,0,49,NA,2023-10-16,2023,"flower"
36268692,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,500,296,0,49,NA,2023-10-23,2023,"flower"
35164129,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,500,303,0,49,NA,2023-10-30,2023,"flower"
35233599,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,500,310,0,49,NA,2023-11-06,2023,"flower"
35326634,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,500,317,0,49,NA,2023-11-13,2023,"flower"
36268918,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,500,324,0,49,NA,2023-11-20,2023,"flower"
36269012,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,500,331,0,49,NA,2023-11-27,2023,"flower"
35492429,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,500,338,0,49,NA,2023-12-04,2023,"flower"
35587992,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,500,352,0,49,NA,2023-12-18,2023,"flower"
36268366,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,501,275,0,50,NA,2023-10-02,2023,"open flower"
36268530,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,501,282,0,50,NA,2023-10-09,2023,"open flower"
34982726,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,501,289,0,50,NA,2023-10-16,2023,"open flower"
36268693,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,501,296,0,50,NA,2023-10-23,2023,"open flower"
35164130,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,501,303,0,50,NA,2023-10-30,2023,"open flower"
35233600,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,501,310,0,50,NA,2023-11-06,2023,"open flower"
35326635,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,501,317,0,50,NA,2023-11-13,2023,"open flower"
36268919,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,501,324,0,50,NA,2023-11-20,2023,"open flower"
36269013,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,501,331,0,50,NA,2023-11-27,2023,"open flower"
35492430,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,501,338,0,50,NA,2023-12-04,2023,"open flower"
35587993,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,501,352,0,50,NA,2023-12-18,2023,"open flower"
36268367,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,516,275,0,57,NA,2023-10-02,2023,"fruit"
36268531,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,516,282,0,57,NA,2023-10-09,2023,"fruit"
34982727,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,516,289,0,57,NA,2023-10-16,2023,"fruit"
36268694,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,516,296,0,57,NA,2023-10-23,2023,"fruit"
35164131,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,516,303,0,57,NA,2023-10-30,2023,"fruit"
35233601,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,516,310,0,57,NA,2023-11-06,2023,"fruit"
35326636,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,516,317,0,57,NA,2023-11-13,2023,"fruit"
36268920,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,516,324,0,57,NA,2023-11-20,2023,"fruit"
36269014,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,516,331,0,57,NA,2023-11-27,2023,"fruit"
35492431,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,516,338,0,57,NA,2023-12-04,2023,"fruit"
35587994,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1332,"broadleaf milkweed","Forb",171664,516,352,0,57,NA,2023-12-18,2023,"fruit"
36268310,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1336,"horsetail milkweed","Forb",171663,390,275,0,58,NA,2023-10-02,2023,"ripe fruit"
36268469,59593,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1336,"horsetail milkweed","Forb",171663,390,282,1,58,"5-24%",2023-10-09,2023,"ripe fruit"
34982665,70444,"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,"NM",1336,"horsetail milkweed","Forb",171663,390,289,1,58,"50-74%",2023-10-16,2023,"ripe fruit"
