"partner_group","site_id","site_name","lat","lon","species_id","common_name","func_type","individual_id","phenophase_id","first_yes_year","first_yes_doy","prior_no","last_yes_doy","php","state"
NA,49132,"FANCY'S GARDEN",32.777176,-95.419174,812,"American beautyberry","Deciduous broadleaf",322855,390,2023,312,NA,312,"ripe fruit","TX"
NA,49132,"FANCY'S GARDEN",32.777176,-95.419174,812,"American beautyberry","Deciduous broadleaf",322855,516,2023,312,NA,312,"fruit","TX"
NA,53382,"Home",30.688498,-96.196518,7,"eastern redbud","Deciduous broadleaf",323362,390,2023,305,NA,326,"ripe fruit","TX"
NA,53382,"Home",30.688498,-96.196518,7,"eastern redbud","Deciduous broadleaf",323362,500,2024,53,92,67,"flower","TX"
NA,53382,"Home",30.688498,-96.196518,7,"eastern redbud","Deciduous broadleaf",323362,501,2024,53,92,67,"open flower","TX"
NA,53382,"Home",30.688498,-96.196518,7,"eastern redbud","Deciduous broadleaf",323362,516,2023,305,NA,326,"fruit","TX"
NA,53382,"Home",30.688498,-96.196518,7,"eastern redbud","Deciduous broadleaf",324403,390,2023,305,NA,326,"ripe fruit","TX"
NA,53382,"Home",30.688498,-96.196518,7,"eastern redbud","Deciduous broadleaf",324403,500,2024,53,92,67,"flower","TX"
NA,53382,"Home",30.688498,-96.196518,7,"eastern redbud","Deciduous broadleaf",324403,501,2024,53,92,67,"open flower","TX"
NA,53382,"Home",30.688498,-96.196518,7,"eastern redbud","Deciduous broadleaf",324403,516,2023,305,NA,326,"fruit","TX"
NA,53382,"Home",30.688498,-96.196518,7,"eastern redbud","Deciduous broadleaf",324404,390,2023,305,NA,326,"ripe fruit","TX"
NA,53382,"Home",30.688498,-96.196518,7,"eastern redbud","Deciduous broadleaf",324404,500,2024,53,92,67,"flower","TX"
NA,53382,"Home",30.688498,-96.196518,7,"eastern redbud","Deciduous broadleaf",324404,501,2024,53,92,67,"open flower","TX"
NA,53382,"Home",30.688498,-96.196518,7,"eastern redbud","Deciduous broadleaf",324404,516,2023,305,NA,326,"fruit","TX"
NA,53664,"Hope2ID",34.874008,-95.182823,812,"American beautyberry","Deciduous broadleaf",326273,390,2023,341,NA,341,"ripe fruit","OK"
NA,53664,"Hope2ID",34.874008,-95.182823,812,"American beautyberry","Deciduous broadleaf",326273,516,2023,341,NA,341,"fruit","OK"
"Audubon Louisiana Nature Center",53723,"ALNC",30.032009,-89.963882,804,"eastern baccharis","Deciduous broadleaf",326555,390,2024,62,7,62,"ripe fruit","LA"
"Audubon Louisiana Nature Center",53723,"ALNC",30.032009,-89.963882,804,"eastern baccharis","Deciduous broadleaf",326555,516,2024,62,7,62,"fruit","LA"
"Audubon Louisiana Nature Center",53723,"ALNC",30.032009,-89.963882,3,"red maple","Deciduous broadleaf",326559,390,2024,55,NA,55,"ripe fruit","LA"
"Audubon Louisiana Nature Center",53723,"ALNC",30.032009,-89.963882,3,"red maple","Deciduous broadleaf",326559,516,2024,55,NA,55,"fruit","LA"
"Audubon Louisiana Nature Center",53723,"ALNC",30.032009,-89.963882,201,"common buttonbush","Deciduous broadleaf",326560,390,2024,55,NA,62,"ripe fruit","LA"
"Audubon Louisiana Nature Center",53723,"ALNC",30.032009,-89.963882,201,"common buttonbush","Deciduous broadleaf",326560,516,2024,55,NA,62,"fruit","LA"
NA,53752,"Rocky Creek Rd - Redbud",32.605484,-97.457291,7,"eastern redbud","Deciduous broadleaf",326742,500,2024,52,7,84,"flower","TX"
NA,53752,"Rocky Creek Rd - Redbud",32.605484,-97.457291,7,"eastern redbud","Deciduous broadleaf",326742,501,2024,59,3,84,"open flower","TX"
NA,53777,"RiverBend Nature Center ",33.9123,-98.513298,7,"eastern redbud","Deciduous broadleaf",326873,390,2024,10,NA,79,"ripe fruit","TX"
NA,53777,"RiverBend Nature Center ",33.9123,-98.513298,7,"eastern redbud","Deciduous broadleaf",326873,500,2024,72,15,79,"flower","TX"
NA,53777,"RiverBend Nature Center ",33.9123,-98.513298,7,"eastern redbud","Deciduous broadleaf",326873,501,2024,72,62,79,"open flower","TX"
NA,53777,"RiverBend Nature Center ",33.9123,-98.513298,7,"eastern redbud","Deciduous broadleaf",326873,516,2024,10,NA,79,"fruit","TX"
"ABQ BioPark Botanic Garden",17404,"CottonWood Gallery-4",35.095665,-106.684616,224,"showy milkweed","Forb",326961,390,2024,29,7,50,"ripe fruit","NM"
"ABQ BioPark Botanic Garden",17404,"CottonWood Gallery-4",35.095665,-106.684616,224,"showy milkweed","Forb",326961,390,2024,218,7,274,"ripe fruit","NM"
"ABQ BioPark Botanic Garden",17404,"CottonWood Gallery-4",35.095665,-106.684616,224,"showy milkweed","Forb",326961,500,2024,113,7,155,"flower","NM"
"ABQ BioPark Botanic Garden",17404,"CottonWood Gallery-4",35.095665,-106.684616,224,"showy milkweed","Forb",326961,501,2024,141,7,155,"open flower","NM"
"ABQ BioPark Botanic Garden",17404,"CottonWood Gallery-4",35.095665,-106.684616,224,"showy milkweed","Forb",326961,516,2024,29,7,50,"fruit","NM"
"ABQ BioPark Botanic Garden",17404,"CottonWood Gallery-4",35.095665,-106.684616,224,"showy milkweed","Forb",326961,516,2024,162,7,274,"fruit","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,436,"rubber rabbitbrush","Drought deciduous broadleaf",327933,390,2024,50,NA,113,"ripe fruit","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,436,"rubber rabbitbrush","Drought deciduous broadleaf",327933,500,2024,211,21,274,"flower","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,436,"rubber rabbitbrush","Drought deciduous broadleaf",327933,501,2024,239,14,239,"open flower","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,436,"rubber rabbitbrush","Drought deciduous broadleaf",327933,501,2024,260,7,274,"open flower","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,436,"rubber rabbitbrush","Drought deciduous broadleaf",327933,516,2024,50,NA,113,"fruit","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,224,"showy milkweed","Forb",327935,500,2024,169,14,182,"flower","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,224,"showy milkweed","Forb",327935,500,2024,218,7,218,"flower","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,224,"showy milkweed","Forb",327935,501,2024,169,14,182,"open flower","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,203,"common sunflower","Forb",327936,390,2024,267,14,274,"ripe fruit","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,203,"common sunflower","Forb",327936,500,2024,211,21,267,"flower","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,203,"common sunflower","Forb",327936,501,2024,239,14,267,"open flower","NM"
"Leonora Curtin Wetland Preserve",9024,"Leonora Curtin Wetland Preserve",35.566692,-106.106201,203,"common sunflower","Forb",327936,516,2024,239,14,274,"fruit","NM"
"Noble Public Library Phenology Phriends",53756,"Noble Public Library Learning Garden",35.141773,-97.392357,916,"cardinalflower","Forb",328291,500,2024,142,NA,191,"flower","OK"
"Noble Public Library Phenology Phriends",53756,"Noble Public Library Learning Garden",35.141773,-97.392357,916,"cardinalflower","Forb",328291,501,2024,179,27,191,"open flower","OK"
"Noble Public Library Phenology Phriends",53756,"Noble Public Library Learning Garden",35.141773,-97.392357,916,"cardinalflower","Forb",328291,516,2024,179,27,191,"fruit","OK"
"Noble Public Library Phenology Phriends",53756,"Noble Public Library Learning Garden",35.141773,-97.392357,202,"eastern purple coneflower","Forb",328293,500,2024,146,7,191,"flower","OK"
"Noble Public Library Phenology Phriends",53756,"Noble Public Library Learning Garden",35.141773,-97.392357,202,"eastern purple coneflower","Forb",328293,501,2024,179,27,191,"open flower","OK"
"Noble Public Library Phenology Phriends",53756,"Noble Public Library Learning Garden",35.141773,-97.392357,202,"eastern purple coneflower","Forb",328293,516,2024,179,27,191,"fruit","OK"
"Noble Public Library Phenology Phriends",53756,"Noble Public Library Learning Garden",35.141773,-97.392357,931,"wild bergamot","Forb",328294,500,2024,179,27,179,"flower","OK"
"Noble Public Library Phenology Phriends",53756,"Noble Public Library Learning Garden",35.141773,-97.392357,931,"wild bergamot","Forb",328294,501,2024,179,27,179,"open flower","OK"
"Noble Public Library Phenology Phriends",53756,"Noble Public Library Learning Garden",35.141773,-97.392357,931,"wild bergamot","Forb",328294,516,2024,179,27,191,"fruit","OK"
NA,50533,"Bowman Branch Linear Park",32.619015,-97.123093,7,"eastern redbud","Deciduous broadleaf",328381,390,2024,52,NA,66,"ripe fruit","TX"
NA,50533,"Bowman Branch Linear Park",32.619015,-97.123093,7,"eastern redbud","Deciduous broadleaf",328381,500,2024,58,6,66,"flower","TX"
NA,50533,"Bowman Branch Linear Park",32.619015,-97.123093,7,"eastern redbud","Deciduous broadleaf",328381,501,2024,62,4,66,"open flower","TX"
NA,50533,"Bowman Branch Linear Park",32.619015,-97.123093,7,"eastern redbud","Deciduous broadleaf",328381,516,2024,52,NA,66,"fruit","TX"
NA,54114,"Baker yard",30.197578,-97.979698,7,"eastern redbud","Deciduous broadleaf",328507,500,2024,56,NA,56,"flower","TX"
NA,54114,"Baker yard",30.197578,-97.979698,7,"eastern redbud","Deciduous broadleaf",328507,501,2024,56,NA,56,"open flower","TX"
NA,36228,"Back property-outside fence",29.979055,-98.336777,7,"eastern redbud","Deciduous broadleaf",328672,500,2024,49,NA,55,"flower","TX"
NA,36228,"Back property-outside fence",29.979055,-98.336777,7,"eastern redbud","Deciduous broadleaf",328673,500,2024,49,NA,55,"flower","TX"
NA,36228,"Back property-outside fence",29.979055,-98.336777,7,"eastern redbud","Deciduous broadleaf",328674,500,2024,49,NA,55,"flower","TX"
NA,54469,"gary's garden",35.138851,-97.375793,876,"firewheel","Forb",331297,500,2024,155,5,155,"flower","OK"
NA,54469,"gary's garden",35.138851,-97.375793,876,"firewheel","Forb",331297,501,2024,155,5,155,"open flower","OK"
NA,54392,"Lubbock Arboretum ",33.556099,-101.868202,7,"eastern redbud","Deciduous broadleaf",331882,516,2024,102,NA,134,"fruit","TX"
NA,54392,"Lubbock Arboretum ",33.556099,-101.868202,7,"eastern redbud","Deciduous broadleaf",331885,501,2024,118,1,124,"open flower","TX"
NA,55248,"Bakcyard",30.46607,-97.68264,182,"purple passionflower","Forb",334938,500,2024,237,NA,237,"flower","TX"
NA,55248,"Bakcyard",30.46607,-97.68264,182,"purple passionflower","Forb",334938,501,2024,237,NA,237,"open flower","TX"
NA,55237,"home",32.680336,-95.52684,1637,"blackeyed Susan","Forb",335717,390,2024,271,NA,271,"ripe fruit","TX"
NA,55237,"home",32.680336,-95.52684,1694,"Canada goldenrod","Forb",335719,500,2024,271,NA,271,"flower","TX"
NA,55487,"My Yard",32.938965,-97.502823,200,"green antelopehorn","Forb",335805,390,2024,254,NA,261,"ripe fruit","TX"
NA,55487,"My Yard",32.938965,-97.502823,200,"green antelopehorn","Forb",335805,500,2024,267,6,267,"flower","TX"
NA,55487,"My Yard",32.938965,-97.502823,200,"green antelopehorn","Forb",335805,501,2024,267,6,267,"open flower","TX"
NA,55487,"My Yard",32.938965,-97.502823,200,"green antelopehorn","Forb",335805,516,2024,254,NA,261,"fruit","TX"
"National Ecological Observatory Network (NEON)",57091,"CLBJ_076.phenology.phe - primary",33.398136,-97.569969,812,"American beautyberry","Deciduous broadleaf",358214,390,2024,253,6,274,"ripe fruit","TX"
"National Ecological Observatory Network (NEON)",57091,"CLBJ_076.phenology.phe - primary",33.398136,-97.569969,812,"American beautyberry","Deciduous broadleaf",358214,501,2024,162,7,190,"open flower","TX"
"National Ecological Observatory Network (NEON)",57091,"CLBJ_076.phenology.phe - primary",33.398136,-97.569969,812,"American beautyberry","Deciduous broadleaf",358214,516,2024,183,7,274,"fruit","TX"
"National Ecological Observatory Network (NEON)",57091,"CLBJ_076.phenology.phe - primary",33.398136,-97.569969,812,"American beautyberry","Deciduous broadleaf",358217,390,2024,247,8,274,"ripe fruit","TX"
"National Ecological Observatory Network (NEON)",57091,"CLBJ_076.phenology.phe - primary",33.398136,-97.569969,812,"American beautyberry","Deciduous broadleaf",358217,501,2024,162,7,204,"open flower","TX"
"National Ecological Observatory Network (NEON)",57091,"CLBJ_076.phenology.phe - primary",33.398136,-97.569969,812,"American beautyberry","Deciduous broadleaf",358217,516,2024,183,7,274,"fruit","TX"
"National Ecological Observatory Network (NEON)",57091,"CLBJ_076.phenology.phe - primary",33.398136,-97.569969,812,"American beautyberry","Deciduous broadleaf",358223,390,2024,260,7,274,"ripe fruit","TX"
"National Ecological Observatory Network (NEON)",57091,"CLBJ_076.phenology.phe - primary",33.398136,-97.569969,812,"American beautyberry","Deciduous broadleaf",358223,501,2024,162,7,190,"open flower","TX"
"National Ecological Observatory Network (NEON)",57091,"CLBJ_076.phenology.phe - primary",33.398136,-97.569969,812,"American beautyberry","Deciduous broadleaf",358223,516,2024,183,7,274,"fruit","TX"
"National Ecological Observatory Network (NEON)",57091,"CLBJ_076.phenology.phe - primary",33.398136,-97.569969,812,"American beautyberry","Deciduous broadleaf",358234,390,2024,247,8,274,"ripe fruit","TX"
"National Ecological Observatory Network (NEON)",57091,"CLBJ_076.phenology.phe - primary",33.398136,-97.569969,812,"American beautyberry","Deciduous broadleaf",358234,501,2024,162,7,197,"open flower","TX"
"National Ecological Observatory Network (NEON)",57091,"CLBJ_076.phenology.phe - primary",33.398136,-97.569969,812,"American beautyberry","Deciduous broadleaf",358234,516,2024,183,7,274,"fruit","TX"
"National Ecological Observatory Network (NEON)",57091,"CLBJ_076.phenology.phe - primary",33.398136,-97.569969,812,"American beautyberry","Deciduous broadleaf",358241,390,2024,253,6,274,"ripe fruit","TX"
"National Ecological Observatory Network (NEON)",57091,"CLBJ_076.phenology.phe - primary",33.398136,-97.569969,812,"American beautyberry","Deciduous broadleaf",358241,501,2024,162,7,190,"open flower","TX"
"National Ecological Observatory Network (NEON)",57091,"CLBJ_076.phenology.phe - primary",33.398136,-97.569969,812,"American beautyberry","Deciduous broadleaf",358241,516,2024,183,7,274,"fruit","TX"
"National Ecological Observatory Network (NEON)",57093,"OAES_074.phenology.phe - primary",35.408886,-99.056625,845,"purple prairie clover","Forb",358594,501,2024,156,7,169,"open flower","OK"
"National Ecological Observatory Network (NEON)",57093,"OAES_074.phenology.phe - primary",35.408886,-99.056625,845,"purple prairie clover","Forb",358594,501,2024,190,14,190,"open flower","OK"
"National Ecological Observatory Network (NEON)",57093,"OAES_074.phenology.phe - primary",35.408886,-99.056625,845,"purple prairie clover","Forb",358599,501,2024,156,7,162,"open flower","OK"
"National Ecological Observatory Network (NEON)",57093,"OAES_074.phenology.phe - primary",35.408886,-99.056625,845,"purple prairie clover","Forb",358601,501,2024,156,7,169,"open flower","OK"
"National Ecological Observatory Network (NEON)",57093,"OAES_074.phenology.phe - primary",35.408886,-99.056625,845,"purple prairie clover","Forb",358601,501,2024,190,14,190,"open flower","OK"
"National Ecological Observatory Network (NEON)",57093,"OAES_074.phenology.phe - primary",35.408886,-99.056625,845,"purple prairie clover","Forb",358613,501,2024,149,14,169,"open flower","OK"
"National Ecological Observatory Network (NEON)",57093,"OAES_074.phenology.phe - primary",35.408886,-99.056625,845,"purple prairie clover","Forb",358613,501,2024,190,14,190,"open flower","OK"
"National Ecological Observatory Network (NEON)",57093,"OAES_074.phenology.phe - primary",35.408886,-99.056625,845,"purple prairie clover","Forb",358614,501,2024,156,7,162,"open flower","OK"
NA,8418,"my yard",32.363758,-94.873947,7,"eastern redbud","Deciduous broadleaf",25365,390,2024,315,NA,54,"ripe fruit","TX"
NA,8418,"my yard",32.363758,-94.873947,7,"eastern redbud","Deciduous broadleaf",25365,390,2025,229,7,257,"ripe fruit","TX"
NA,8418,"my yard",32.363758,-94.873947,7,"eastern redbud","Deciduous broadleaf",25365,500,2025,65,4,90,"flower","TX"
NA,8418,"my yard",32.363758,-94.873947,7,"eastern redbud","Deciduous broadleaf",25365,501,2025,71,6,85,"open flower","TX"
NA,8418,"my yard",32.363758,-94.873947,7,"eastern redbud","Deciduous broadleaf",25365,516,2024,315,NA,54,"fruit","TX"
NA,8418,"my yard",32.363758,-94.873947,7,"eastern redbud","Deciduous broadleaf",25365,516,2025,96,4,257,"fruit","TX"
NA,8418,"my yard",32.363758,-94.873947,7,"eastern redbud","Deciduous broadleaf",46192,390,2024,315,NA,54,"ripe fruit","TX"
NA,8418,"my yard",32.363758,-94.873947,7,"eastern redbud","Deciduous broadleaf",46192,390,2025,229,7,257,"ripe fruit","TX"
NA,8418,"my yard",32.363758,-94.873947,7,"eastern redbud","Deciduous broadleaf",46192,500,2025,65,4,90,"flower","TX"
NA,8418,"my yard",32.363758,-94.873947,7,"eastern redbud","Deciduous broadleaf",46192,501,2025,71,6,90,"open flower","TX"
NA,8418,"my yard",32.363758,-94.873947,7,"eastern redbud","Deciduous broadleaf",46192,516,2024,315,NA,54,"fruit","TX"
NA,8418,"my yard",32.363758,-94.873947,7,"eastern redbud","Deciduous broadleaf",46192,516,2025,96,4,257,"fruit","TX"
NA,8418,"my yard",32.363758,-94.873947,203,"common sunflower","Forb",87567,390,2025,173,3,222,"ripe fruit","TX"
NA,8418,"my yard",32.363758,-94.873947,203,"common sunflower","Forb",87567,500,2025,141,3,211,"flower","TX"
NA,8418,"my yard",32.363758,-94.873947,203,"common sunflower","Forb",87567,500,2025,239,7,257,"flower","TX"
NA,8418,"my yard",32.363758,-94.873947,203,"common sunflower","Forb",87567,501,2025,148,3,211,"open flower","TX"
NA,8418,"my yard",32.363758,-94.873947,203,"common sunflower","Forb",87567,501,2025,243,4,257,"open flower","TX"
NA,8418,"my yard",32.363758,-94.873947,203,"common sunflower","Forb",87567,516,2025,159,4,222,"fruit","TX"
NA,8418,"my yard",32.363758,-94.873947,203,"common sunflower","Forb",87567,516,2025,246,3,257,"fruit","TX"
NA,8418,"my yard",32.363758,-94.873947,920,"trumpet honeysuckle","Deciduous broadleaf",87569,390,2025,162,3,170,"ripe fruit","TX"
NA,8418,"my yard",32.363758,-94.873947,920,"trumpet honeysuckle","Deciduous broadleaf",87569,390,2025,176,3,211,"ripe fruit","TX"
NA,8418,"my yard",32.363758,-94.873947,920,"trumpet honeysuckle","Deciduous broadleaf",87569,390,2025,229,7,229,"ripe fruit","TX"
NA,8418,"my yard",32.363758,-94.873947,920,"trumpet honeysuckle","Deciduous broadleaf",87569,500,2024,315,NA,315,"flower","TX"
NA,8418,"my yard",32.363758,-94.873947,920,"trumpet honeysuckle","Deciduous broadleaf",87569,500,2024,336,4,15,"flower","TX"
NA,8418,"my yard",32.363758,-94.873947,920,"trumpet honeysuckle","Deciduous broadleaf",87569,500,2025,37,4,239,"flower","TX"
NA,8418,"my yard",32.363758,-94.873947,920,"trumpet honeysuckle","Deciduous broadleaf",87569,501,2024,315,NA,315,"open flower","TX"
NA,8418,"my yard",32.363758,-94.873947,920,"trumpet honeysuckle","Deciduous broadleaf",87569,501,2024,340,4,15,"open flower","TX"
NA,8418,"my yard",32.363758,-94.873947,920,"trumpet honeysuckle","Deciduous broadleaf",87569,501,2025,40,3,232,"open flower","TX"
NA,8418,"my yard",32.363758,-94.873947,920,"trumpet honeysuckle","Deciduous broadleaf",87569,516,2025,96,4,232,"fruit","TX"
"Big Branch Marsh NWR",25151,"Main Parking Lot",30.321651,-89.936882,3,"red maple","Deciduous broadleaf",120351,500,2024,358,8,68,"flower","LA"
"Big Branch Marsh NWR",25151,"Main Parking Lot",30.321651,-89.936882,3,"red maple","Deciduous broadleaf",120351,501,2025,35,9,68,"open flower","LA"
"Big Branch Marsh NWR",25151,"Main Parking Lot",30.321651,-89.936882,3,"red maple","Deciduous broadleaf",120414,500,2024,358,17,68,"flower","LA"
"Big Branch Marsh NWR",25151,"Main Parking Lot",30.321651,-89.936882,3,"red maple","Deciduous broadleaf",120414,501,2025,40,5,68,"open flower","LA"
"Big Branch Marsh NWR",25151,"Main Parking Lot",30.321651,-89.936882,3,"red maple","Deciduous broadleaf",120415,500,2024,358,8,12,"flower","LA"
"Big Branch Marsh NWR",25151,"Main Parking Lot",30.321651,-89.936882,3,"red maple","Deciduous broadleaf",120415,500,2025,26,8,68,"flower","LA"
"Big Branch Marsh NWR",25151,"Main Parking Lot",30.321651,-89.936882,3,"red maple","Deciduous broadleaf",120415,501,2025,40,5,68,"open flower","LA"
"Big Branch Marsh NWR",25151,"Main Parking Lot",30.321651,-89.936882,3,"red maple","Deciduous broadleaf",120416,390,2025,77,9,90,"ripe fruit","LA"
"Big Branch Marsh NWR",25151,"Main Parking Lot",30.321651,-89.936882,3,"red maple","Deciduous broadleaf",120416,500,2024,358,8,68,"flower","LA"
"Big Branch Marsh NWR",25151,"Main Parking Lot",30.321651,-89.936882,3,"red maple","Deciduous broadleaf",120416,501,2025,40,5,68,"open flower","LA"
"Big Branch Marsh NWR",25151,"Main Parking Lot",30.321651,-89.936882,3,"red maple","Deciduous broadleaf",120416,516,2025,68,7,90,"fruit","LA"
"ABQ BioPark Botanic Garden",16786,"Cottonwood Gallery 3",35.096119,-106.685783,436,"rubber rabbitbrush","Drought deciduous broadleaf",121707,390,2024,280,NA,20,"ripe fruit","NM"
"ABQ BioPark Botanic Garden",16786,"Cottonwood Gallery 3",35.096119,-106.685783,436,"rubber rabbitbrush","Drought deciduous broadleaf",121707,390,2025,34,7,55,"ripe fruit","NM"
"ABQ BioPark Botanic Garden",16786,"Cottonwood Gallery 3",35.096119,-106.685783,436,"rubber rabbitbrush","Drought deciduous broadleaf",121707,390,2025,69,7,111,"ripe fruit","NM"
"ABQ BioPark Botanic Garden",16786,"Cottonwood Gallery 3",35.096119,-106.685783,436,"rubber rabbitbrush","Drought deciduous broadleaf",121707,500,2024,280,NA,309,"flower","NM"
"ABQ BioPark Botanic Garden",16786,"Cottonwood Gallery 3",35.096119,-106.685783,436,"rubber rabbitbrush","Drought deciduous broadleaf",121707,500,2025,195,7,265,"flower","NM"
"ABQ BioPark Botanic Garden",16786,"Cottonwood Gallery 3",35.096119,-106.685783,436,"rubber rabbitbrush","Drought deciduous broadleaf",121707,501,2024,280,NA,309,"open flower","NM"
"ABQ BioPark Botanic Garden",16786,"Cottonwood Gallery 3",35.096119,-106.685783,436,"rubber rabbitbrush","Drought deciduous broadleaf",121707,501,2025,265,21,265,"open flower","NM"
"ABQ BioPark Botanic Garden",16786,"Cottonwood Gallery 3",35.096119,-106.685783,436,"rubber rabbitbrush","Drought deciduous broadleaf",121707,516,2024,280,NA,55,"fruit","NM"
"ABQ BioPark Botanic Garden",16786,"Cottonwood Gallery 3",35.096119,-106.685783,436,"rubber rabbitbrush","Drought deciduous broadleaf",121707,516,2025,69,7,111,"fruit","NM"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,3,"red maple","Deciduous broadleaf",127543,390,2025,71,7,71,"ripe fruit","LA"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,3,"red maple","Deciduous broadleaf",127543,500,2024,361,9,43,"flower","LA"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,3,"red maple","Deciduous broadleaf",127543,501,2025,43,7,43,"open flower","LA"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,3,"red maple","Deciduous broadleaf",127543,516,2025,50,7,71,"fruit","LA"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,3,"red maple","Deciduous broadleaf",127544,390,2025,64,7,71,"ripe fruit","LA"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,3,"red maple","Deciduous broadleaf",127544,500,2024,361,9,43,"flower","LA"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,3,"red maple","Deciduous broadleaf",127544,501,2025,36,7,43,"open flower","LA"
"Bayou Sauvage NWR",25901,"Boardwalk",30.05377,-89.880486,3,"red maple","Deciduous broadleaf",127544,516,2025,50,7,71,"fruit","LA"
"Barataria Phenology Trail",27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Deciduous broadleaf",141889,390,2024,285,NA,49,"ripe fruit","LA"
"Barataria Phenology Trail",27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Deciduous broadleaf",141889,390,2025,68,3,68,"ripe fruit","LA"
"Barataria Phenology Trail",27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Deciduous broadleaf",141889,390,2025,259,26,259,"ripe fruit","LA"
"Barataria Phenology Trail",27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Deciduous broadleaf",141889,500,2025,112,13,154,"flower","LA"
"Barataria Phenology Trail",27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Deciduous broadleaf",141889,500,2025,191,22,259,"flower","LA"
"Barataria Phenology Trail",27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Deciduous broadleaf",141889,501,2025,143,15,154,"open flower","LA"
"Barataria Phenology Trail",27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Deciduous broadleaf",141889,501,2025,191,22,259,"open flower","LA"
"Barataria Phenology Trail",27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Deciduous broadleaf",141889,516,2024,285,NA,49,"fruit","LA"
"Barataria Phenology Trail",27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Deciduous broadleaf",141889,516,2025,68,3,68,"fruit","LA"
"Barataria Phenology Trail",27474,"Visitor Center Trail",29.784473,-90.114784,201,"common buttonbush","Deciduous broadleaf",141889,516,2025,154,11,259,"fruit","LA"
"Barataria Phenology Trail",27476,"Ring Levee Trail",29.785265,-90.110191,812,"American beautyberry","Deciduous broadleaf",141906,516,2025,199,NA,199,"fruit","LA"
"Barataria Phenology Trail",27477,"Bayou Coquille Trail",29.793816,-90.122452,201,"common buttonbush","Deciduous broadleaf",141920,390,2025,151,17,151,"ripe fruit","LA"
"Barataria Phenology Trail",27477,"Bayou Coquille Trail",29.793816,-90.122452,201,"common buttonbush","Deciduous broadleaf",141920,390,2025,233,21,244,"ripe fruit","LA"
"Barataria Phenology Trail",27477,"Bayou Coquille Trail",29.793816,-90.122452,201,"common buttonbush","Deciduous broadleaf",141920,500,2025,151,17,151,"flower","LA"
"Barataria Phenology Trail",27477,"Bayou Coquille Trail",29.793816,-90.122452,201,"common buttonbush","Deciduous broadleaf",141920,500,2025,212,35,264,"flower","LA"
"Barataria Phenology Trail",27477,"Bayou Coquille Trail",29.793816,-90.122452,201,"common buttonbush","Deciduous broadleaf",141920,501,2025,151,17,151,"open flower","LA"
"Barataria Phenology Trail",27477,"Bayou Coquille Trail",29.793816,-90.122452,201,"common buttonbush","Deciduous broadleaf",141920,501,2025,212,35,233,"open flower","LA"
"Barataria Phenology Trail",27477,"Bayou Coquille Trail",29.793816,-90.122452,201,"common buttonbush","Deciduous broadleaf",141920,501,2025,264,20,264,"open flower","LA"
"Barataria Phenology Trail",27477,"Bayou Coquille Trail",29.793816,-90.122452,201,"common buttonbush","Deciduous broadleaf",141920,516,2025,151,17,264,"fruit","LA"
"Barataria Phenology Trail",27477,"Bayou Coquille Trail",29.793816,-90.122452,3,"red maple","Deciduous broadleaf",141923,500,2025,35,NA,35,"flower","LA"
